dis 
2.8132351
 2.71529632
 2.66058286
 2.65811885
 2.60552389
 2.53776109
 2.5278755
 2.40636142
 2.24429649
 2.02798885
 1.8652298
 1.85484762
 1.88062148
 1.93191785
 1.91917075
 1.78517395
 1.81064484
 1.85123362
 1.92103216
 1.99601144
 1.84337618
 1.68735522
 1.8601955
 1.97616168
 1.92586526
 1.87122803
 1.7953527
 1.82052893
 1.9451341
 1.93308315
 1.86803613
 1.85605932
 1.85128105
 1.86604719
 1.89896078
 1.86231248
 1.89426075
 1.90853466
 1.82139571
 1.79097812
 1.84713906
 1.86059252
 1.8892775
 1.85431838
 1.802613
 1.85847532
 1.89026559
 1.90298605
 1.85100148
 1.82365512
 1.91241865
 1.88560254
 1.77739283
 1.82854249
 1.89923985
 1.82822252
 1.78444988
 1.83361091
 1.84476054
 1.87641342
 1.86077204
 1.76095962
 1.80091623
 1.89944457
 1.89191167
 1.89003154
 1.85511681
 1.81742322
 1.86283859
 1.90560301
 1.87483136
 1.83535405
 1.85883719
 1.81904286
 1.78452864
 1.85191694
 1.90112624
 1.89507069
 1.82729795
 1.79626248
 1.88266917
 1.93210136
 1.9259549
 1.88135403
 1.76471817
 1.79686742
 1.91185752
 1.94108842
 1.84778781
 1.79744075
 1.87852468
 1.8729021
 1.79158899
 1.81765876
 1.83959784
 1.88134474
 1.83791355
 1.80688923
 1.80526764
 1.80714591
 1.94489453
 1.95995234
 1.79505289
 1.79707745
 1.91613903
 1.90718036
 1.89797319
 1.86638773
 1.80218979
 1.85944122
 1.9411007
 1.95271972
 1.87612805
 1.78028388
 1.8231348
 1.95858185
 1.94589708
 1.85114571
 1.82558627
 1.86812497
 1.85858608
 1.85043823
 1.90192629
 1.86453783
 1.78182317
 1.8587453
 1.91727266
 1.84920765
 1.82229728
 1.86682194
 1.85667275
 1.82307715
 1.85608269
 1.91662334
 1.93074506
 1.84214983
 1.80263993
 1.85093267
 1.8246047
 1.84220978
 1.88333907
 1.82777021
 1.83669873
 1.92050315
 1.92467775
 1.83913202
 1.84422779
 1.9055419
 1.88051977
 1.84269834
 1.7987961
 1.79949952
 1.89599756
 1.92486256
 1.84952379
 1.7706161
 1.82838819
 1.95664792
 1.95204175
 1.83208106
 1.77522088
 1.84997212
 1.92975068
 1.90895054
 1.849431
 1.76570289
 1.79591656
 1.92531966
 1.9505623
 1.87345963
 1.78998189
 1.81063309
 1.90192373
 1.91710522
 1.85830683
 1.80893438
 1.86913149
 1.93842581
 1.90498344
 1.82750178
 1.78156337
 1.8430285
 1.93085827
 1.87614206
 1.81864808
 1.83272735
 1.87914342
 1.89045673
 1.85596702
 1.80488221
 1.78158568
 1.88239623
 1.9408244
 1.82289457
 1.78744193
 1.86860989
 1.94577617
 1.92547371
 1.81934951
 1.80995622
